JounalTitle	JounalAbbreviation
2013 IEEE SYMPOSIUM ON COMPUTERS AND INFORMATICS ISCI 2013	2013 IEEE SYMPOSIUM ON COMPUTERS AND INFORMATICS ISCI 2013
2013 IEEE SYMPOSIUM ON FOUNDATIONS OF COMPUTATIONAL INTELLIGENCE FOCI	2013 IEEE SYMPOSIUM ON FOUNDATIONS OF COMPUTATIONAL INTELLIGENCE FOCI
2013 IEEE SYMPOSIUM ON INTELLIGENT AGENT IA	2013 IEEE SYMPOSIUM ON INTELLIGENT AGENT IA
2013 IEEE SYMPOSIUM ON PACIFIC VISUALIZATION PACIFICVIS	2013 IEEE SYMPOSIUM ON PACIFIC VISUALIZATION PACIFICVIS
2013 IEEE SYMPOSIUM ON SWARM INTELLIGENCE SIS	2013 IEEE SYMPOSIUM ON SWARM INTELLIGENCE SIS
2013 IEEE SYSTEMS AND INFORMATION ENGINEERING DESIGN SYMPOSIUM SIEDS	2013 IEEE SYSTEMS AND INFORMATION ENGINEERING DESIGN SYMPOSIUM SIEDS
2013 IEEE TENCON SPRING CONFERENCE	2013 IEEE TENCON SPRING CONFERENCE
2013 IEEE THIRD INTERNATIONAL CONFERENCE ON CLOUD AND GREEN COMPUTING CGC 2013	2013 IEEE THIRD INTERNATIONAL CONFERENCE ON CLOUD AND GREEN COMPUTING CGC 2013
2013 IEEE THIRD INTERNATIONAL CONFERENCE ON CONSUMER ELECTRONICS - BERLIN ICCE-BERLIN	2013 IEEE THIRD INTERNATIONAL CONFERENCE ON CONSUMER ELECTRONICS - BERLIN ICCE-BERLIN
2013 IEEE THIRD INTERNATIONAL WORKSHOP ON EMPIRICAL REQUIREMENTS ENGINEERING EMPIRE	2013 IEEE THIRD INTERNATIONAL WORKSHOP ON EMPIRICAL REQUIREMENTS ENGINEERING EMPIRE
2013 IEEE THIRD JOINT INTERNATIONAL CONFERENCE ON DEVELOPMENT AND LEARNING AND EPIGENETIC ROBOTICS ICDL	2013 IEEE THIRD JOINT INTERNATIONAL CONFERENCE ON DEVELOPMENT AND LEARNING AND EPIGENETIC ROBOTICS ICDL
2013 IEEE TOPICAL CONFERENCE ON WIRELESS SENSORS AND SENSOR NETWORKS WISNET	2013 IEEE TOPICAL CONFERENCE ON WIRELESS SENSORS AND SENSOR NETWORKS WISNET
2013 IEEE TRANSPORTATION ELECTRIFICATION CONFERENCE AND EXPO ITEC	2013 IEEE TRANSPORTATION ELECTRIFICATION CONFERENCE AND EXPO ITEC
2013 IEEE TSINGHUA INTERNATIONAL DESIGN MANAGEMENT SYMPOSIUM TIDMS	2013 IEEE TSINGHUA INTERNATIONAL DESIGN MANAGEMENT SYMPOSIUM TIDMS
2013 IEEE WIRELESS COMMUNICATIONS AND NETWORKING CONFERENCE WCNC	2013 IEEE WIRELESS COMMUNICATIONS AND NETWORKING CONFERENCE WCNC
2013 IEEE WIRELESS COMMUNICATIONS AND NETWORKING CONFERENCE WORKSHOPS WCNCW	2013 IEEE WIRELESS COMMUNICATIONS AND NETWORKING CONFERENCE WORKSHOPS WCNCW
2013 IEEE WIRELESS POWER TRANSFER WPT	2013 IEEE WIRELESS POWER TRANSFER WPT
2013 IEEE WORKSHOP ON AUTOMATIC SPEECH RECOGNITION AND UNDERSTANDING ASRU	2013 IEEE WORKSHOP ON AUTOMATIC SPEECH RECOGNITION AND UNDERSTANDING ASRU
"2013 IEEE WORKSHOP ON ELECTRICAL MACHINES DESIGN, CONTROL AND DIAGNOSIS WEMDCD"	"2013 IEEE WORKSHOP ON ELECTRICAL MACHINES DESIGN, CONTROL AND DIAGNOSIS WEMDCD"
"2013 IEEE WORKSHOP ON ENVIRONMENTAL, ENERGY AND STRUCTURAL MONITORING SYSTEMS EESMS 2013"	"2013 IEEE WORKSHOP ON ENVIRONMENTAL, ENERGY AND STRUCTURAL MONITORING SYSTEMS EESMS 2013"
2013 IEEE WORKSHOP ON INTEGRATION OF STOCHASTIC ENERGY IN POWER SYSTEMS ISEPS	2013 IEEE WORKSHOP ON INTEGRATION OF STOCHASTIC ENERGY IN POWER SYSTEMS ISEPS
2013 IEEE WORKSHOP ON MEMETIC COMPUTING MC	2013 IEEE WORKSHOP ON MEMETIC COMPUTING MC
2013 IEEE WORKSHOP ON MICROELECTRONICS AND ELECTRON DEVICES WMED	2013 IEEE WORKSHOP ON MICROELECTRONICS AND ELECTRON DEVICES WMED
2013 IEEE WORKSHOP ON ROBOT VISION WORV	2013 IEEE WORKSHOP ON ROBOT VISION WORV
2013 IEEE WORKSHOP ON SOFTWARE DEFINED NETWORKS FOR FUTURE NETWORKS AND SERVICES SDN4FNS 2013	2013 IEEE WORKSHOP ON SOFTWARE DEFINED NETWORKS FOR FUTURE NETWORKS AND SERVICES SDN4FNS 2013
2013 IEEE XXXIII INTERNATIONAL SCIENTIFIC CONFERENCE ELECTRONICS AND NANOTECHNOLOGY ELNANO	2013 IEEE XXXIII INTERNATIONAL SCIENTIFIC CONFERENCE ELECTRONICS AND NANOTECHNOLOGY ELNANO
2013 IEEE-IAS/PCA CEMENT INDUSTRY TECHNICAL CONFERENCE CIC	2013 IEEE-IAS/PCA CEMENT INDUSTRY TECHNICAL CONFERENCE CIC
2013 IEEE/ACIS 12TH INTERNATIONAL CONFERENCE ON COMPUTER AND INFORMATION SCIENCE ICIS	2013 IEEE/ACIS 12TH INTERNATIONAL CONFERENCE ON COMPUTER AND INFORMATION SCIENCE ICIS
2013 IEEE/ACM INTERNATIONAL CONFERENCE ON ADVANCES IN SOCIAL NETWORKS ANALYSIS AND MINING ASONAM	2013 IEEE/ACM INTERNATIONAL CONFERENCE ON ADVANCES IN SOCIAL NETWORKS ANALYSIS AND MINING ASONAM
2013 IEEE/CIC INTERNATIONAL CONFERENCE ON COMMUNICATIONS IN CHINA - WORKSHOPS CIC/ICCC	2013 IEEE/CIC INTERNATIONAL CONFERENCE ON COMMUNICATIONS IN CHINA - WORKSHOPS CIC/ICCC
2013 IEEE/CIC INTERNATIONAL CONFERENCE ON COMMUNICATIONS IN CHINA ICCC	2013 IEEE/CIC INTERNATIONAL CONFERENCE ON COMMUNICATIONS IN CHINA ICCC
2013 IEEE/OES ACOUSTICS IN UNDERWATER GEOSCIENCES SYMPOSIUM RIO ACOUSTICS 2013	2013 IEEE/OES ACOUSTICS IN UNDERWATER GEOSCIENCES SYMPOSIUM RIO ACOUSTICS 2013
2013 IEEE/SICE INTERNATIONAL SYMPOSIUM ON SYSTEM INTEGRATION SII	2013 IEEE/SICE INTERNATIONAL SYMPOSIUM ON SYSTEM INTEGRATION SII
2013 IEEE/WIC/ACM INTERNATIONAL CONFERENCE ON INTELLIGENT AGENT TECHNOLOGY IAT 2013	2013 IEEE/WIC/ACM INTERNATIONAL CONFERENCE ON INTELLIGENT AGENT TECHNOLOGY IAT 2013
"2013 IEEE/WIC/ACM INTERNATIONAL JOINT CONFERENCE ON WEB INTELLIGENCE AND INTELLIGENT AGENT TECHNOLOGY - WORKSHOPS WI-IAT, VOL 3"	"2013 IEEE/WIC/ACM INTERNATIONAL JOINT CONFERENCE ON WEB INTELLIGENCE AND INTELLIGENT AGENT TECHNOLOGY - WORKSHOPS WI-IAT, VOL 3"
"2013 IEEE/WIC/ACM INTERNATIONAL JOINT CONFERENCES ON WEB INTELLIGENCE WI AND INTELLIGENT AGENT TECHNOLOGIES IAT, VOL 1"	"2013 IEEE/WIC/ACM INTERNATIONAL JOINT CONFERENCES ON WEB INTELLIGENCE WI AND INTELLIGENT AGENT TECHNOLOGIES IAT, VOL 1"
2013 IFIP/IEEE 21ST INTERNATIONAL CONFERENCE ON VERY LARGE SCALE INTEGRATION VLSI-SOC	2013 IFIP/IEEE 21ST INTERNATIONAL CONFERENCE ON VERY LARGE SCALE INTEGRATION VLSI-SOC
2013 IFIP/IEEE INTERNATIONAL SYMPOSIUM ON INTEGRATED NETWORK MANAGEMENT IM 2013	2013 IFIP/IEEE INTERNATIONAL SYMPOSIUM ON INTEGRATED NETWORK MANAGEMENT IM 2013
2013 II INTERNATIONAL CONGRESS OF ENGINEERING MECHATRONICS AND AUTOMATION CIIMA	2013 II INTERNATIONAL CONGRESS OF ENGINEERING MECHATRONICS AND AUTOMATION CIIMA
2013 III BRAZILIAN SYMPOSIUM ON COMPUTING SYSTEMS ENGINEERING SBESC 2013	2013 III BRAZILIAN SYMPOSIUM ON COMPUTING SYSTEMS ENGINEERING SBESC 2013
2013 INDIAN CONFERENCE ON MEDICAL INFORMATICS AND TELEMEDICINE ICMIT 2013	2013 INDIAN CONFERENCE ON MEDICAL INFORMATICS AND TELEMEDICINE ICMIT 2013
2013 INFORMATION THEORY AND APPLICATIONS WORKSHOP ITA	2013 INFORMATION THEORY AND APPLICATIONS WORKSHOP ITA
"2013 INTEGRATED COMMUNICATIONS, NAVIGATION AND SURVEILLANCE CONFERENCE ICNS"	"2013 INTEGRATED COMMUNICATIONS, NAVIGATION AND SURVEILLANCE CONFERENCE ICNS"
2013 INTERNATIONAL COMPUTER SCIENCE AND ENGINEERING CONFERENCE ICSEC	2013 INTERNATIONAL COMPUTER SCIENCE AND ENGINEERING CONFERENCE ICSEC
2013 INTERNATIONAL CONFERENCE OF  INFORMATION AND COMMUNICATION TECHNOLOGY ICOICT	2013 INTERNATIONAL CONFERENCE OF  INFORMATION AND COMMUNICATION TECHNOLOGY ICOICT
2013 INTERNATIONAL CONFERENCE OF SOFT COMPUTING AND PATTERN RECOGNITION SOCPAR	2013 INTERNATIONAL CONFERENCE OF SOFT COMPUTING AND PATTERN RECOGNITION SOCPAR
2013 INTERNATIONAL CONFERENCE ON  SENSOR NETWORK SECURITY TECHNOLOGY AND PRIVACY COMMUNICATION SYSTEM SNS & PCS	2013 INTERNATIONAL CONFERENCE ON  SENSOR NETWORK SECURITY TECHNOLOGY AND PRIVACY COMMUNICATION SYSTEM SNS & PCS
2013 INTERNATIONAL CONFERENCE ON 3D IMAGING IC3D	2013 INTERNATIONAL CONFERENCE ON 3D IMAGING IC3D
2013 INTERNATIONAL CONFERENCE ON 3D VISION 3DV 2013	2013 INTERNATIONAL CONFERENCE ON 3D VISION 3DV 2013
2013 INTERNATIONAL CONFERENCE ON ADVANCED CLOUD AND BIG DATA CBD	2013 INTERNATIONAL CONFERENCE ON ADVANCED CLOUD AND BIG DATA CBD
2013 INTERNATIONAL CONFERENCE ON ADVANCED EDUCATION TECHNOLOGY AND MANAGEMENT SCIENCE AETMS	2013 INTERNATIONAL CONFERENCE ON ADVANCED EDUCATION TECHNOLOGY AND MANAGEMENT SCIENCE AETMS
2013 INTERNATIONAL CONFERENCE ON ADVANCED LOGISTICS AND TRANSPORT ICALT	2013 INTERNATIONAL CONFERENCE ON ADVANCED LOGISTICS AND TRANSPORT ICALT
2013 INTERNATIONAL CONFERENCE ON ADVANCED NANOMATERIALS AND EMERGING ENGINEERING TECHNOLOGIES ICANMEET	2013 INTERNATIONAL CONFERENCE ON ADVANCED NANOMATERIALS AND EMERGING ENGINEERING TECHNOLOGIES ICANMEET
2013 INTERNATIONAL CONFERENCE ON ADVANCED ROBOTICS AND INTELLIGENT SYSTEMS ARIS	2013 INTERNATIONAL CONFERENCE ON ADVANCED ROBOTICS AND INTELLIGENT SYSTEMS ARIS
"2013 INTERNATIONAL CONFERENCE ON ADVANCES IN COMPUTING, COMMUNICATIONS AND INFORMATICS ICACCI"	"2013 INTERNATIONAL CONFERENCE ON ADVANCES IN COMPUTING, COMMUNICATIONS AND INFORMATICS ICACCI"
2013 INTERNATIONAL CONFERENCE ON ADVANCES IN TECHNOLOGY AND ENGINEERING ICATE	2013 INTERNATIONAL CONFERENCE ON ADVANCES IN TECHNOLOGY AND ENGINEERING ICATE
2013 INTERNATIONAL CONFERENCE ON AEROSPACE SCIENCE & ENGINEERING ICASE	2013 INTERNATIONAL CONFERENCE ON AEROSPACE SCIENCE & ENGINEERING ICASE
"2013 INTERNATIONAL CONFERENCE ON APPLIED SOCIAL SCIENCE ICASS 2013, VOL 4"	"2013 INTERNATIONAL CONFERENCE ON APPLIED SOCIAL SCIENCE ICASS 2013, VOL 4"
2013 INTERNATIONAL CONFERENCE ON BIOMETRICS AND KANSEI ENGINEERING ICBAKE	2013 INTERNATIONAL CONFERENCE ON BIOMETRICS AND KANSEI ENGINEERING ICBAKE
2013 INTERNATIONAL CONFERENCE ON BIOMETRICS ICB	2013 INTERNATIONAL CONFERENCE ON BIOMETRICS ICB
"2013 INTERNATIONAL CONFERENCE ON CIRCUITS, CONTROLS AND COMMUNICATIONS CCUBE"	"2013 INTERNATIONAL CONFERENCE ON CIRCUITS, CONTROLS AND COMMUNICATIONS CCUBE"
2013 INTERNATIONAL CONFERENCE ON CLOUD & UBIQUITOUS COMPUTING & EMERGING TECHNOLOGIES CUBE 2013	2013 INTERNATIONAL CONFERENCE ON CLOUD & UBIQUITOUS COMPUTING & EMERGING TECHNOLOGIES CUBE 2013
2013 INTERNATIONAL CONFERENCE ON COMMUNICATION AND COMPUTER VISION ICCCV	2013 INTERNATIONAL CONFERENCE ON COMMUNICATION AND COMPUTER VISION ICCCV
2013 INTERNATIONAL CONFERENCE ON COMMUNICATIONS AND SIGNAL PROCESSING ICCSP	2013 INTERNATIONAL CONFERENCE ON COMMUNICATIONS AND SIGNAL PROCESSING ICCSP
2013 INTERNATIONAL CONFERENCE ON COMPUTER AND ROBOT VISION CRV	2013 INTERNATIONAL CONFERENCE ON COMPUTER AND ROBOT VISION CRV
2013 INTERNATIONAL CONFERENCE ON COMPUTER APPLICATIONS TECHNOLOGY ICCAT	2013 INTERNATIONAL CONFERENCE ON COMPUTER APPLICATIONS TECHNOLOGY ICCAT
2013 INTERNATIONAL CONFERENCE ON COMPUTER COMMUNICATION AND INFORMATICS	2013 INTERNATIONAL CONFERENCE ON COMPUTER COMMUNICATION AND INFORMATICS
2013 INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND ARTIFICIAL INTELLIGENCE ICCSAI 2013	2013 INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND ARTIFICIAL INTELLIGENCE ICCSAI 2013
2013 INTERNATIONAL CONFERENCE ON COMPUTER SCIENCES AND APPLICATIONS CSA	2013 INTERNATIONAL CONFERENCE ON COMPUTER SCIENCES AND APPLICATIONS CSA
"2013 INTERNATIONAL CONFERENCE ON COMPUTER, CONTROL, INFORMATICS AND ITS APPLICATIONS IC3INA"	"2013 INTERNATIONAL CONFERENCE ON COMPUTER, CONTROL, INFORMATICS AND ITS APPLICATIONS IC3INA"
"2013 INTERNATIONAL CONFERENCE ON COMPUTER, INFORMATION AND TELECOMMUNICATION SYSTEMS CITS"	"2013 INTERNATIONAL CONFERENCE ON COMPUTER, INFORMATION AND TELECOMMUNICATION SYSTEMS CITS"
"2013 INTERNATIONAL CONFERENCE ON COMPUTING, ELECTRICAL AND ELECTRONICS ENGINEERING ICCEEE"	"2013 INTERNATIONAL CONFERENCE ON COMPUTING, ELECTRICAL AND ELECTRONICS ENGINEERING ICCEEE"
"2013 INTERNATIONAL CONFERENCE ON COMPUTING, MANAGEMENT AND TELECOMMUNICATIONS COMMANTEL"	"2013 INTERNATIONAL CONFERENCE ON COMPUTING, MANAGEMENT AND TELECOMMUNICATIONS COMMANTEL"
2013 INTERNATIONAL CONFERENCE ON CONTROL COMMUNICATION AND COMPUTING ICCC	2013 INTERNATIONAL CONFERENCE ON CONTROL COMMUNICATION AND COMPUTING ICCC
"2013 INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION AND INFORMATION SCIENCES ICCAIS"	"2013 INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION AND INFORMATION SCIENCES ICCAIS"
"2013 INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION, ROBOTICS AND EMBEDDED SYSTEMS CARE-2013"	"2013 INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION, ROBOTICS AND EMBEDDED SYSTEMS CARE-2013"
"2013 INTERNATIONAL CONFERENCE ON CONTROL, DECISION AND INFORMATION TECHNOLOGIES CODIT"	"2013 INTERNATIONAL CONFERENCE ON CONTROL, DECISION AND INFORMATION TECHNOLOGIES CODIT"
2013 INTERNATIONAL CONFERENCE ON CULTURE AND COMPUTING CULTURE AND COMPUTING 2013	2013 INTERNATIONAL CONFERENCE ON CULTURE AND COMPUTING CULTURE AND COMPUTING 2013
2013 INTERNATIONAL CONFERENCE ON CURRENT TRENDS IN ENGINEERING AND TECHNOLOGY ICCTET	2013 INTERNATIONAL CONFERENCE ON CURRENT TRENDS IN ENGINEERING AND TECHNOLOGY ICCTET
2013 INTERNATIONAL CONFERENCE ON CYBER SCIENCE AND ENGINEERING CYBERSE 2013	2013 INTERNATIONAL CONFERENCE ON CYBER SCIENCE AND ENGINEERING CYBERSE 2013
2013 INTERNATIONAL CONFERENCE ON CYBER-ENABLED DISTRIBUTED COMPUTING AND KNOWLEDGE DISCOVERY CYBERC	2013 INTERNATIONAL CONFERENCE ON CYBER-ENABLED DISTRIBUTED COMPUTING AND KNOWLEDGE DISCOVERY CYBERC
2013 INTERNATIONAL CONFERENCE ON CYBERWORLDS CW	2013 INTERNATIONAL CONFERENCE ON CYBERWORLDS CW
2013 INTERNATIONAL CONFERENCE ON DIGITAL IMAGE COMPUTING: TECHNIQUES & APPLICATIONS DICTA	2013 INTERNATIONAL CONFERENCE ON DIGITAL IMAGE COMPUTING: TECHNIQUES & APPLICATIONS DICTA
2013 INTERNATIONAL CONFERENCE ON DIGITAL TECHNOLOGIES DT	2013 INTERNATIONAL CONFERENCE ON DIGITAL TECHNOLOGIES DT
2013 INTERNATIONAL CONFERENCE ON ELECTRICAL ENGINEERING AND SOFTWARE APPLICATIONS ICEESA	2013 INTERNATIONAL CONFERENCE ON ELECTRICAL ENGINEERING AND SOFTWARE APPLICATIONS ICEESA
2013 INTERNATIONAL CONFERENCE ON ELECTRICAL INFORMATION AND COMMUNICATION TECHNOLOGY EICT	2013 INTERNATIONAL CONFERENCE ON ELECTRICAL INFORMATION AND COMMUNICATION TECHNOLOGY EICT
2013 INTERNATIONAL CONFERENCE ON ELECTRICAL MACHINES AND SYSTEMS ICEMS	2013 INTERNATIONAL CONFERENCE ON ELECTRICAL MACHINES AND SYSTEMS ICEMS
"2013 INTERNATIONAL CONFERENCE ON ELECTRICAL, ELECTRONICS AND SYSTEM ENGINEERING ICEESE"	"2013 INTERNATIONAL CONFERENCE ON ELECTRICAL, ELECTRONICS AND SYSTEM ENGINEERING ICEESE"
"2013 INTERNATIONAL CONFERENCE ON ELECTRONICS, COMPUTER AND COMPUTATION ICECCO"	"2013 INTERNATIONAL CONFERENCE ON ELECTRONICS, COMPUTER AND COMPUTATION ICECCO"
"2013 INTERNATIONAL CONFERENCE ON ELECTRONICS, COMPUTERS AND ARTIFICIAL INTELLIGENCE ECAI"	"2013 INTERNATIONAL CONFERENCE ON ELECTRONICS, COMPUTERS AND ARTIFICIAL INTELLIGENCE ECAI"
"2013 INTERNATIONAL CONFERENCE ON EMBEDDED COMPUTER SYSTEMS: ARCHITECTURES, MODELING AND SIMULATION IC-SAMOS"	"2013 INTERNATIONAL CONFERENCE ON EMBEDDED COMPUTER SYSTEMS: ARCHITECTURES, MODELING AND SIMULATION IC-SAMOS"
"2013 INTERNATIONAL CONFERENCE ON EMERGING TRENDS IN COMMUNICATION, CONTROL, SIGNAL PROCESSING AND COMPUTING APPLICATIONS IEEE-C2SPCA-2013"	"2013 INTERNATIONAL CONFERENCE ON EMERGING TRENDS IN COMMUNICATION, CONTROL, SIGNAL PROCESSING AND COMPUTING APPLICATIONS IEEE-C2SPCA-2013"
"2013 INTERNATIONAL CONFERENCE ON EMERGING TRENDS IN VLSI, EMBEDDED SYSTEM, NANO ELECTRONICS AND TELECOMMUNICATION SYSTEM ICEVENT 2013"	"2013 INTERNATIONAL CONFERENCE ON EMERGING TRENDS IN VLSI, EMBEDDED SYSTEM, NANO ELECTRONICS AND TELECOMMUNICATION SYSTEM ICEVENT 2013"
2013 INTERNATIONAL CONFERENCE ON ENERGY EFFICIENT TECHNOLOGIES FOR SUSTAINABILITY ICEETS	2013 INTERNATIONAL CONFERENCE ON ENERGY EFFICIENT TECHNOLOGIES FOR SUSTAINABILITY ICEETS
2013 INTERNATIONAL CONFERENCE ON FUZZY THEORY AND ITS APPLICATIONS IFUZZY 2013	2013 INTERNATIONAL CONFERENCE ON FUZZY THEORY AND ITS APPLICATIONS IFUZZY 2013
"2013 INTERNATIONAL CONFERENCE ON GREEN COMPUTING, COMMUNICATION AND CONSERVATION OF ENERGY ICGCE"	"2013 INTERNATIONAL CONFERENCE ON GREEN COMPUTING, COMMUNICATION AND CONSERVATION OF ENERGY ICGCE"
2013 INTERNATIONAL CONFERENCE ON HUMAN COMPUTER INTERACTIONS ICHCI	2013 INTERNATIONAL CONFERENCE ON HUMAN COMPUTER INTERACTIONS ICHCI
2013 INTERNATIONAL CONFERENCE ON IC DESIGN AND TECHNOLOGY ICICDT	2013 INTERNATIONAL CONFERENCE ON IC DESIGN AND TECHNOLOGY ICICDT
2013 INTERNATIONAL CONFERENCE ON ICT CONVERGENCE ICTC 2013: FUTURE CREATIVE CONVERGENCE TECHNOLOGIES FOR NEW ICT ECOSYSTEMS	2013 INTERNATIONAL CONFERENCE ON ICT CONVERGENCE ICTC 2013: FUTURE CREATIVE CONVERGENCE TECHNOLOGIES FOR NEW ICT ECOSYSTEMS
2013 INTERNATIONAL CONFERENCE ON ICT FOR SMART SOCIETY ICISS	2013 INTERNATIONAL CONFERENCE ON ICT FOR SMART SOCIETY ICISS
2013 INTERNATIONAL CONFERENCE ON INDIVIDUAL AND COLLECTIVE BEHAVIORS IN ROBOTICS ICBR	2013 INTERNATIONAL CONFERENCE ON INDIVIDUAL AND COLLECTIVE BEHAVIORS IN ROBOTICS ICBR
2013 INTERNATIONAL CONFERENCE ON INDUSTRIAL ENGINEERING AND MANAGEMENT SCIENCE ICIEMS 2013	2013 INTERNATIONAL CONFERENCE ON INDUSTRIAL ENGINEERING AND MANAGEMENT SCIENCE ICIEMS 2013
2013 INTERNATIONAL CONFERENCE ON INFORMATICS AND CREATIVE MULTIMEDIA ICICM	2013 INTERNATIONAL CONFERENCE ON INFORMATICS AND CREATIVE MULTIMEDIA ICICM
"2013 INTERNATIONAL CONFERENCE ON INFORMATICS, ELECTRONICS & VISION ICIEV"	"2013 INTERNATIONAL CONFERENCE ON INFORMATICS, ELECTRONICS & VISION ICIEV"
2013 INTERNATIONAL CONFERENCE ON INFORMATION COMMUNICATION AND EMBEDDED SYSTEMS ICICES	2013 INTERNATIONAL CONFERENCE ON INFORMATION COMMUNICATION AND EMBEDDED SYSTEMS ICICES
2013 INTERNATIONAL CONFERENCE ON INFORMATION NETWORKING ICOIN	2013 INTERNATIONAL CONFERENCE ON INFORMATION NETWORKING ICOIN
2013 INTERNATIONAL CONFERENCE ON INFORMATION SCIENCE AND CLOUD COMPUTING ISCC	2013 INTERNATIONAL CONFERENCE ON INFORMATION SCIENCE AND CLOUD COMPUTING ISCC
2013 INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY AND APPLICATIONS ITA	2013 INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY AND APPLICATIONS ITA
2013 INTERNATIONAL CONFERENCE ON INTELLIGENT INTERACTIVE SYSTEMS AND ASSISTIVE TECHNOLOGIES IISAT	2013 INTERNATIONAL CONFERENCE ON INTELLIGENT INTERACTIVE SYSTEMS AND ASSISTIVE TECHNOLOGIES IISAT
2013 INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS AND SIGNAL PROCESSING ISSP	2013 INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS AND SIGNAL PROCESSING ISSP
2013 INTERNATIONAL CONFERENCE ON IT CONVERGENCE AND SECURITY ICITCS	2013 INTERNATIONAL CONFERENCE ON IT CONVERGENCE AND SECURITY ICITCS
2013 INTERNATIONAL CONFERENCE ON MACHINE INTELLIGENCE AND RESEARCH ADVANCEMENT ICMIRA 2013	2013 INTERNATIONAL CONFERENCE ON MACHINE INTELLIGENCE AND RESEARCH ADVANCEMENT ICMIRA 2013
2013 INTERNATIONAL CONFERENCE ON MANAGEMENT AND INFORMATION TECHNOLOGY	2013 INTERNATIONAL CONFERENCE ON MANAGEMENT AND INFORMATION TECHNOLOGY
2013 INTERNATIONAL CONFERENCE ON MANAGEMENT ICM 2013	2013 INTERNATIONAL CONFERENCE ON MANAGEMENT ICM 2013
"2013 INTERNATIONAL CONFERENCE ON MATERIALS FOR RENEWABLE ENERGY AND ENVIRONMENT ICMREE, VOLS 1-3"	"2013 INTERNATIONAL CONFERENCE ON MATERIALS FOR RENEWABLE ENERGY AND ENVIRONMENT ICMREE, VOLS 1-3"
2013 INTERNATIONAL CONFERENCE ON MECHANICAL AND AUTOMATION ENGINEERING MAEE 2013	2013 INTERNATIONAL CONFERENCE ON MECHANICAL AND AUTOMATION ENGINEERING MAEE 2013
"2013 INTERNATIONAL CONFERENCE ON MECHATRONICS, ELECTRONICS AND AUTOMOTIVE ENGINEERING ICMEAE 2013"	"2013 INTERNATIONAL CONFERENCE ON MECHATRONICS, ELECTRONICS AND AUTOMOTIVE ENGINEERING ICMEAE 2013"
2013 INTERNATIONAL CONFERENCE ON MICROWAVE AND PHOTONICS ICMAP	2013 INTERNATIONAL CONFERENCE ON MICROWAVE AND PHOTONICS ICMAP
"2013 INTERNATIONAL CONFERENCE ON MOBILE WIRELESS MIDDLEWARE, OPERATING SYSTEMS AND APPLICATIONS MOBILWARE 2013"	"2013 INTERNATIONAL CONFERENCE ON MOBILE WIRELESS MIDDLEWARE, OPERATING SYSTEMS AND APPLICATIONS MOBILWARE 2013"
"2013 INTERNATIONAL CONFERENCE ON MULTIMEDIA, SIGNAL PROCESSING AND COMMUNICATION TECHNOLOGIES IMPACT"	"2013 INTERNATIONAL CONFERENCE ON MULTIMEDIA, SIGNAL PROCESSING AND COMMUNICATION TECHNOLOGIES IMPACT"
2013 INTERNATIONAL CONFERENCE ON NEW CONCEPTS IN SMART CITIES: FOSTERING PUBLIC AND PRIVATE ALLIANCES SMARTMILE	2013 INTERNATIONAL CONFERENCE ON NEW CONCEPTS IN SMART CITIES: FOSTERING PUBLIC AND PRIVATE ALLIANCES SMARTMILE
2013 INTERNATIONAL CONFERENCE ON NEW MEDIA STUDIES CONMEDIA	2013 INTERNATIONAL CONFERENCE ON NEW MEDIA STUDIES CONMEDIA
2013 INTERNATIONAL CONFERENCE ON OPEN SOURCE SYSTEMS AND TECHNOLOGIES ICOSST	2013 INTERNATIONAL CONFERENCE ON OPEN SOURCE SYSTEMS AND TECHNOLOGIES ICOSST
2013 INTERNATIONAL CONFERENCE ON OPTICAL IMAGING SENSOR AND SECURITY ICOSS 2013	2013 INTERNATIONAL CONFERENCE ON OPTICAL IMAGING SENSOR AND SECURITY ICOSS 2013
"2013 INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED COMPUTING, APPLICATIONS AND TECHNOLOGIES PDCAT"	"2013 INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED COMPUTING, APPLICATIONS AND TECHNOLOGIES PDCAT"
"2013 INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION, INFORMATICS AND MEDICAL ENGINEERING PRIME"	"2013 INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION, INFORMATICS AND MEDICAL ENGINEERING PRIME"
"2013 INTERNATIONAL CONFERENCE ON POWER, ENERGY AND CONTROL ICPEC"	"2013 INTERNATIONAL CONFERENCE ON POWER, ENERGY AND CONTROL ICPEC"
